"","WBid","gene_name","transcript_name","type","osc","Amplitude","Phase","delta"
"438","WBGene00016883","","C52E2.4","Coding_transcript",TRUE,1.04733917501594,17.6754329482459,"up"
"439","WBGene00016920","","C54E4.5","Coding_transcript",FALSE,NA,NA,"up"
"440","WBGene00016927","nhr-172","C54F6.9","Coding_transcript",TRUE,1.23811957659663,177.224841632922,"up"
"441","WBGene00016962","","C56C10.4","Coding_transcript",TRUE,2.99985170513143,0.688730427201443,"down"
"442","WBGene00017018","","D1014.5","Coding_transcript",TRUE,3.03730690439861,290.596997311855,"up"
"443","WBGene00017082","","DC2.5","Coding_transcript",TRUE,1.3775689018791,144.012706842155,"up"
"444","WBGene00017126","","E04F6.6","Coding_transcript",TRUE,2.63806737036037,130.713689445657,"down"
"445","WBGene00017127","","E04F6.8","Coding_transcript",TRUE,1.00159257065226,155.67906490635,"up"
"446","WBGene00017128","","E04F6.9","Coding_transcript",TRUE,0.768893826623733,210.676852747655,"up"
"447","WBGene00017218","dct-5","F07F6.5","Coding_transcript",TRUE,3.54007612123868,61.6244506241953,"down"
"448","WBGene00017312","","F09G2.3","Coding_transcript",FALSE,NA,NA,"up"
"449","WBGene00017315","ugt-36","F09G2.6","Coding_transcript",FALSE,NA,NA,"up"
"450","WBGene00017332","ugt-37","F10D2.6","Coding_transcript",TRUE,0.59184043298258,144.98232906943,"up"
"451","WBGene00017335","","F10D2.10","Coding_transcript",TRUE,0.987661884730451,238.975036146685,"up"
"452","WBGene00017336","ugt-41","F10D2.11","Coding_transcript",FALSE,NA,NA,"up"
"453","WBGene00017429","","F13D11.4","Coding_transcript",TRUE,1.52930217503872,259.862682016073,"up"
"454","WBGene00017430","","F13H6.1","Coding_transcript",TRUE,2.50103686572311,38.0010399058556,"down"
"455","WBGene00017483","lgc-22","F15E6.2","Coding_transcript",TRUE,3.6770821761862,308.04157781378,"down"
"456","WBGene00017485","","F15E6.4","Coding_transcript",TRUE,1.60479000881238,315.188963733956,"up"
"457","WBGene00017498","","F15E11.12","Coding_transcript",FALSE,NA,NA,"down"
"458","WBGene00017524","","F16G10.9","Coding_transcript",TRUE,2.29886527247444,344.109369381454,"down"
"459","WBGene00017530","","F16H11.1","Coding_transcript",TRUE,1.19876521516078,282.375468490933,"down"
"460","WBGene00017563","","F18C5.10","Coding_transcript",TRUE,1.07307463146704,201.307841827541,"up"
"461","WBGene00017621","","F20A1.10","Coding_transcript",FALSE,NA,NA,"down"
"462","WBGene00017719","","F22F7.1","Coding_transcript",FALSE,NA,NA,"down"
"463","WBGene00017745","","F23F1.4","Coding_transcript",TRUE,0.654188852758576,328.987615346448,"down"
"464","WBGene00017747","","F23F1.6","Coding_transcript",TRUE,1.12634279170982,97.4625902279684,"down"
"465","WBGene00017807","","F26A1.9","Coding_transcript",TRUE,2.36194110633973,329.854942338895,"down"
"466","WBGene00017814","","F26A10.2","Coding_transcript",TRUE,1.90784931061327,314.079597361305,"up"
"467","WBGene00017923","","F29B9.8","Coding_transcript",TRUE,1.0759632159447,11.3075308131364,"down"
"468","WBGene00017962","fbxa-72","F31F4.15","Coding_transcript",FALSE,NA,NA,"up"
"469","WBGene00017991","clec-180","F32E10.3","Coding_transcript",TRUE,3.48030200387619,254.923806990217,"up"
"470","WBGene00017998","","F33D4.6","Coding_transcript",TRUE,3.9509490860011,292.917809552174,"down"
"471","WBGene00018031","","F35B3.4","Coding_transcript",TRUE,3.78169509568001,53.1730380479205,"down"
"472","WBGene00018039","","F35D2.1","Coding_transcript",TRUE,2.33262773694794,280.481062526863,"down"
"473","WBGene00018040","","F35D2.2","Coding_transcript",TRUE,2.37361641028396,280.607243216835,"down"
"474","WBGene00018051","dyf-14","F35D11.11","Coding_transcript",TRUE,0.628589539726805,335.596013026817,"down"
"475","WBGene00018060","arrd-18","F35F10.11","Coding_transcript",FALSE,NA,NA,"up"
"476","WBGene00018113","","F36H9.5","Coding_transcript",TRUE,2.14489652691788,331.708960084703,"down"
"477","WBGene00018217","","F40A3.2","Coding_transcript",TRUE,1.85866985358606,199.462456675662,"up"
"478","WBGene00018260","cyp-33C7","F41B5.2","Coding_transcript",FALSE,NA,NA,"up"
"479","WBGene00018267","","F41C3.1","Coding_transcript",TRUE,0.715041613349716,64.3157999082687,"down"
"480","WBGene00018275","","F41C3.11","Coding_transcript",TRUE,1.39563442251831,217.799168917131,"up"
"481","WBGene00018380","","F43C11.3","Coding_transcript",TRUE,0.793850930493799,113.134250287781,"down"
"482","WBGene00018384","","F43C11.7","Coding_transcript",TRUE,0.587427040636404,241.549534469527,"up"
"483","WBGene00018398","sptl-2","F43H9.2","Coding_transcript",FALSE,NA,NA,"down"
"484","WBGene00018403","","F44A2.3","Coding_transcript",TRUE,1.68370638444034,138.086035980931,"up"
"485","WBGene00018473","","F45E4.11","Coding_transcript",TRUE,0.60146874994297,133.480572305139,"up"
"486","WBGene00018487","","F46C8.8","Coding_transcript",TRUE,3.33847390333864,342.475919334384,"down"
"487","WBGene00018510","","F46F11.7","Coding_transcript",TRUE,1.68578747021227,276.425044138565,"up"
"488","WBGene00018573","oac-30","F47F6.3","Coding_transcript",TRUE,2.93915558092949,329.943663666781,"down"
"489","WBGene00018575","clec-119","F47F6.5","Coding_transcript",TRUE,0.886239647042234,333.983503181492,"down"
"490","WBGene00018619","","F48G7.8","Coding_transcript",TRUE,2.31225905407306,60.8750521500506,"down"
"491","WBGene00018656","","F49H12.5","Coding_transcript",TRUE,1.72671356995957,248.120276937013,"up"
"492","WBGene00018694","","F52E1.5","Coding_transcript",TRUE,2.50295922765478,300.641034003502,"down"
"493","WBGene00018706","","F52F10.2","Coding_transcript",TRUE,1.91425768390482,310.347105795355,"down"
"494","WBGene00018737","","F53B1.4","Coding_transcript",TRUE,3.66097548581957,309.492318306425,"down"
"495","WBGene00018742","","F53B3.3","Coding_transcript",TRUE,2.27333031238527,19.0467297893621,"up"
"496","WBGene00018829","","F54E7.6","Coding_transcript",TRUE,2.44142575075258,348.304348131801,"down"
"497","WBGene00018903","","F55G1.7","Coding_transcript",TRUE,0.510331285602388,311.964022292077,"up"
"498","WBGene00018931","ugt-52","F56B3.7","Coding_transcript",TRUE,0.840441474599085,333.292347568752,"up"
"499","WBGene00018958","","F56C11.6","Coding_transcript",TRUE,0.767737845936612,309.897167967839,"down"
"500","WBGene00018969","","F56D3.1","Coding_transcript",TRUE,2.59209137827259,291.22741088989,"down"
"501","WBGene00019021","","F57H12.6","Coding_transcript",TRUE,2.23498327150657,220.916869303832,"up"
"502","WBGene00019109","","F59E11.2","Coding_transcript",FALSE,NA,NA,"down"
"503","WBGene00019111","","F59E11.5","Coding_transcript",TRUE,1.82790627681015,155.182647216819,"up"
"504","WBGene00019113","","F59E11.7","Coding_transcript",TRUE,1.77429543774078,103.746282112759,"down"
"505","WBGene00019152","nspb-6","H04M03.2","Coding_transcript",TRUE,3.50191298061427,90.7300775291145,"down"
"506","WBGene00019154","glf-1","H04M03.4","Coding_transcript",TRUE,3.30377771361539,277.563268837208,"up"
"507","WBGene00019173","","H08J11.2","Coding_transcript",FALSE,NA,NA,"up"
"508","WBGene00019212","","H19M22.3","Coding_transcript",TRUE,2.14098044185603,208.54104508845,"up"
"509","WBGene00019232","ugt-13","H23N18.1","Coding_transcript",TRUE,1.9515501517877,144.698403148785,"up"
"510","WBGene00019236","","H23N18.5","Coding_transcript",TRUE,3.74533201232837,331.453098950962,"down"
"511","WBGene00019268","","H41C03.1","Coding_transcript",TRUE,2.60439408550745,192.054753483684,"up"
"512","WBGene00019280","","K01A2.5","Coding_transcript",TRUE,1.00298456852121,310.039050705507,"up"
"513","WBGene00019285","cbn-1","K01A2.11","Coding_transcript",TRUE,2.08775186433484,257.665532955036,"up"
"514","WBGene00019306","","K02E7.1","Coding_transcript",TRUE,2.53159290569804,303.922742733741,"down"
"515","WBGene00019318","","K02E10.4","Coding_transcript",TRUE,2.87511320229793,256.401561014816,"up"
"516","WBGene00019480","","K07C11.8","Coding_transcript",FALSE,NA,NA,"up"
"517","WBGene00019486","","K07D4.6","Coding_transcript",TRUE,1.48907376055139,254.854884897377,"up"
"518","WBGene00019508","","K07H8.8","Coding_transcript",TRUE,1.41650361226104,281.506200079489,"down"
"519","WBGene00019515","ugt-19","K08B4.3","Coding_transcript",TRUE,0.776052775040188,87.2606735222732,"up"
"520","WBGene00019520","","K08B12.1","Coding_transcript",TRUE,3.61387591729626,250.984221545249,"up"
"521","WBGene00019564","","K09D9.1","Coding_transcript",TRUE,1.89961680083251,81.9484411200969,"up"
"522","WBGene00019717","trx-3","M01H9.1","Coding_transcript",TRUE,1.72443000779573,13.4631313687305,"down"
"523","WBGene00019738","clec-265","M02F4.7","Coding_transcript",TRUE,1.37293765005399,116.123278623137,"down"
"524","WBGene00019761","","M03F8.1","Coding_transcript",TRUE,3.09720825304486,336.799909639156,"down"
"525","WBGene00019770","","M04F3.4","Coding_transcript",FALSE,NA,NA,"up"
"526","WBGene00019882","","R05D3.9","Coding_transcript",TRUE,1.17889073052901,194.314538073208,"up"
"527","WBGene00019908","","R05H11.2","Coding_transcript",TRUE,1.65232238910019,108.644789060835,"up"
"528","WBGene00019948","","R08C7.4","Coding_transcript",TRUE,1.80090434032762,305.346867341075,"up"
"529","WBGene00019979","","R09B5.11","Coding_transcript",TRUE,1.39024394618734,316.150869719957,"down"
"530","WBGene00020049","ttr-8","R13A5.6","Coding_transcript",TRUE,3.02718298337337,117.335342099204,"down"
"531","WBGene00020086","","R106.2","Coding_transcript",FALSE,NA,NA,"up"
"532","WBGene00020104","","R148.5","Coding_transcript",TRUE,1.63531867075815,213.485078486902,"up"
"533","WBGene00020105","","R148.7","Coding_transcript",TRUE,2.5635460975079,239.67798325794,"up"
"534","WBGene00020148","","T01D1.3","Coding_transcript",TRUE,1.93160762398343,2.97978074906405,"down"
"535","WBGene00020194","","T03G6.1","Coding_transcript",TRUE,3.26496046551554,258.414070669622,"up"
"536","WBGene00020208","","T04C4.1","Coding_transcript",FALSE,NA,NA,"up"
"537","WBGene00020215","","T04G9.4","Coding_transcript",TRUE,0.952283704955765,231.277802741378,"up"
"538","WBGene00020335","ttr-30","T08A9.2","Coding_transcript",TRUE,2.37325166271286,125.58830835228,"down"
"539","WBGene00020367","","T08H4.2","Coding_transcript",FALSE,NA,NA,"down"
"540","WBGene00020386","cyp-34A4","T09H2.1","Coding_transcript",TRUE,1.8172850739689,337.249545897124,"up"
"541","WBGene00020394","","T10B5.8","Coding_transcript",TRUE,0.851211232549653,135.337866096288,"up"
"542","WBGene00020396","","T10B5.10","Coding_transcript",TRUE,1.78290144902977,269.57900807062,"down"
"543","WBGene00020497","","T14A8.2","Coding_transcript",TRUE,1.58967539490745,82.412657953678,"down"
"544","WBGene00020501","","T14B4.5","Coding_transcript",TRUE,2.17532449727361,185.37437375698,"up"
"545","WBGene00020515","","T14G12.6","Coding_transcript",TRUE,1.61588135280445,330.910880820476,"down"
"546","WBGene00020556","","T19B4.1","Coding_transcript",TRUE,0.786529178317188,220.297417527027,"up"
"547","WBGene00020559","","T19C3.1","Coding_transcript",TRUE,1.08605539931005,122.562848550132,"down"
"548","WBGene00020560","","T19C3.2","Coding_transcript",TRUE,3.35839360786917,319.858767802569,"down"
"549","WBGene00020561","","T19C3.3","Coding_transcript",TRUE,1.80324812874739,249.893809867047,"up"
"550","WBGene00020569","lgc-32","T19D7.1","Coding_transcript",TRUE,0.854661368712434,148.658745071403,"down"
"551","WBGene00020571","lpr-7","T19D7.3","Coding_transcript",TRUE,3.04437474100149,329.775956610254,"down"
"552","WBGene00020584","","T19D12.10","Coding_transcript",FALSE,NA,NA,"down"
